,wavelength,big_blue_R_LL,big_blue_R_RR,big_blue_R_pp,big_blue_R_sp,med_blue_R_LL,med_blue_R_RR,med_blue_R_pp,med_blue_R_sp
111,6.724832214765101e-07,0.0006953839693869118,6.993242236498154e-05,0.00016088486361893673,0.00024361631018739963,0.0014833706396414471,5.270667859656105e-05,0.00015331489827329496,0.0005238225584018246
112,6.758389261744966e-07,0.001367066352088607,5.5175881397389874e-05,0.00028475908137225164,0.00042141911385988747,0.0012004246378716154,4.366965023704634e-05,0.0001223194527555995,0.0004255003264622235
113,6.791946308724832e-07,0.0018070999505487833,3.099276592369309e-05,0.00036636670703354957,0.0005168593087948849,0.0009219807604099545,3.4309455856353275e-05,9.263379365669324e-05,0.0003279984751785587
114,6.825503355704698e-07,0.0018151114554990255,9.258185524087558e-06,0.0003685450061093236,0.0004880649470644647,0.0006636050192845254,2.523235931674855e-05,6.575984525904295e-05,0.00023690794214045803
115,6.859060402684564e-07,0.0014110160056074992,3.642930816278084e-08,0.0002949193557033957,0.00035523065064105465,0.0004380450356386781,1.6990676919541242e-05,4.283504472444282e-05,0.00015689359382613984
116,6.892617449664429e-07,0.0007995350821477363,7.041228434889995e-06,0.000183009125824933,0.00018405299280508346,0.0002547556173548803,1.0051658425801366e-05,2.4609665703282173e-05,9.150313324138374e-05
117,6.926174496644295e-07,0.00025788897488510006,2.6406313731935624e-05,8.334777889679961e-05,5.117246384397776e-05,0.00011969725266902239,4.774737543493073e-06,1.1453289695757975e-05,4.30710766966392e-05
118,6.959731543624161e-07,6.131266194901829e-06,4.896488005766118e-05,3.577205335926239e-05,9.16180510764272e-06,3.538053566942216e-05,1.3976744813595348e-06,3.3851286231641353e-06,1.2710551706465444e-05
119,6.993288590604027e-07,0.00011841509451627814,6.465499683055097e-05,5.355063802448887e-05,6.626292627371848e-05,1.1177833770779472e-06,3.1474573011099826e-08,1.2221470015350128e-07,3.8109721145579217e-07
120,7.026845637583892e-07,0.0005079601647144922,6.691596886956734e-05,0.00012105170955600459,0.00018773148682116518,1.34357509935804e-05,6.634272534275437e-07,1.1393082273447311e-06,5.017562284152771e-06
121,7.060402684563759e-07,0.0009818369781910527,5.5209672459035084e-05,0.00020388152015511185,0.0003153033874757245,6.660025681914509e-05,3.167188625878394e-06,5.7346611975570776e-06,2.470358938716869e-05
122,7.093959731543625e-07,0.0013322155427372075,3.481391709179239e-05,0.00026526595554779523,0.00039392821238773835,0.00015320424060850056,7.318537015052765e-06,1.3096420201567892e-05,5.687291234445204e-05
123,7.127516778523491e-07,0.001421181833641313,1.4257925402160357e-05,0.00028099852011186826,0.0003936189032111287,0.00026477461276897945,1.2815263013096654e-05,2.2365346417594958e-05,9.85225897591905e-05
124,7.161073825503356e-07,0.001226659933699072,1.677141409763664e-06,0.0002473210314428887,0.00031844418167157533,0.0003923593805913884,1.9299604441448505e-05,3.269056071328326e-05,0.00014642406818688095
125,7.194630872483222e-07,0.0008379029439513013,1.6417061304119391e-06,0.00017987446996476982,0.00020117966423348699,0.0005270640963147173,2.6381687365564695e-05,4.327608368659894e-05,0.0001973203402585172
